/work/sheidaei/conda/envs/mytorch/lib/python3.9/site-packages/torch/functional.py:504: UserWarning: torch.meshgrid: in an upcoming release, it will be required to pass the indexing argument. (Triggered internally at /opt/conda/conda-bld/pytorch_1682343997789/work/aten/src/ATen/native/TensorShape.cpp:3483.)
  return _VF.meshgrid(tensors, **kwargs)  # type: ignore[attr-defined]
Namespace(dataset='Design', img_size=[64, 64, 64], vit_patches_size=[4, 4, 4], vit_name='Conv-ViT-Gen2-B_16', pretrained_net_path=False, is_encoder_pretrained=True, deterministic=1, max_epochs=200, batch_size=32, base_lr=0.003, seed=1234, gpu=4, world_size=-1, rank=-1, dist_url='env://', dist_backend='nccl', local_rank=-1, num_classes=2, root_path='/work/sheidaei/mhashemi/data/mat', list_dir='./lists/lists_Design', exp='TVG_Design[64, 64, 64]', distributed=False)
10 iterations per epoch. 2000 max iterations 
  0%|                                         | 0/200 [00:00<?, ?it/s]iteration 1: loss: 8.351750, loss_kl: 17.353088, loss_recon: 0.693148, loss_pred: 1.402912
iteration 2: loss: 9.180802, loss_kl: 34.897110, loss_recon: 0.703564, loss_pred: 2.110265
iteration 3: loss: 29.048990, loss_kl: 938.609863, loss_recon: 0.684985, loss_pred: 21.260527
iteration 4: loss: 9.524153, loss_kl: 219.423706, loss_recon: 0.690004, loss_pred: 2.404691
iteration 5: loss: 12.209367, loss_kl: 162.705048, loss_recon: 0.684560, loss_pred: 5.201063
iteration 6: loss: 12.110748, loss_kl: 120.236153, loss_recon: 0.684813, loss_pred: 5.142380
iteration 7: loss: 9.433971, loss_kl: 151.838776, loss_recon: 0.672776, loss_pred: 2.554377
iteration 8: loss: 9.080116, loss_kl: 171.118408, loss_recon: 0.667542, loss_pred: 2.233574
iteration 9: loss: 8.824492, loss_kl: 182.417480, loss_recon: 0.642281, loss_pred: 2.219261
iteration 10: loss: 7.901562, loss_kl: 171.644150, loss_recon: 0.657332, loss_pred: 1.156596
  0%|▏                              | 1/200 [00:54<3:01:46, 54.81s/it]iteration 11: loss: 7.308386, loss_kl: 159.303101, loss_recon: 0.654702, loss_pred: 0.602060
iteration 12: loss: 7.392757, loss_kl: 147.808655, loss_recon: 0.638737, loss_pred: 0.857576
iteration 13: loss: 7.663985, loss_kl: 139.645706, loss_recon: 0.633913, loss_pred: 1.185209
iteration 14: loss: 7.619473, loss_kl: 146.101410, loss_recon: 0.639470, loss_pred: 1.078673
iteration 15: loss: 7.337789, loss_kl: 157.731049, loss_recon: 0.640627, loss_pred: 0.773787
iteration 16: loss: 7.094042, loss_kl: 153.465179, loss_recon: 0.632022, loss_pred: 0.620360
iteration 17: loss: 7.134181, loss_kl: 136.824997, loss_recon: 0.643105, loss_pred: 0.566305
iteration 18: loss: 6.910895, loss_kl: 125.458679, loss_recon: 0.631852, loss_pred: 0.466915
iteration 19: loss: 6.881367, loss_kl: 123.303253, loss_recon: 0.636732, loss_pred: 0.390741
iteration 20: loss: 6.887100, loss_kl: 120.230812, loss_recon: 0.627228, loss_pred: 0.494586
  1%|▎                              | 2/200 [01:45<2:52:39, 52.32s/it]iteration 21: loss: 6.848242, loss_kl: 115.617966, loss_recon: 0.635530, loss_pred: 0.377326
iteration 22: loss: 6.758021, loss_kl: 106.294373, loss_recon: 0.624210, loss_pred: 0.409622
iteration 23: loss: 6.774195, loss_kl: 91.854118, loss_recon: 0.627395, loss_pred: 0.408393
iteration 24: loss: 6.822615, loss_kl: 82.705185, loss_recon: 0.626134, loss_pred: 0.478570
iteration 25: loss: 6.594618, loss_kl: 77.846115, loss_recon: 0.615395, loss_pred: 0.362824
iteration 26: loss: 6.449692, loss_kl: 71.945740, loss_recon: 0.612238, loss_pred: 0.255361
iteration 27: loss: 6.548901, loss_kl: 72.782135, loss_recon: 0.617628, loss_pred: 0.299834
iteration 28: loss: 6.587714, loss_kl: 72.673904, loss_recon: 0.627688, loss_pred: 0.238157
iteration 29: loss: 6.549111, loss_kl: 72.844864, loss_recon: 0.623372, loss_pred: 0.242549
iteration 30: loss: 6.633944, loss_kl: 74.914406, loss_recon: 0.624906, loss_pred: 0.309969
  2%|▍                              | 3/200 [02:36<2:50:15, 51.86s/it]iteration 31: loss: 6.483894, loss_kl: 76.778244, loss_recon: 0.615518, loss_pred: 0.251932
iteration 32: loss: 6.432678, loss_kl: 73.777145, loss_recon: 0.611017, loss_pred: 0.248732
iteration 33: loss: 6.562246, loss_kl: 65.478661, loss_recon: 0.626201, loss_pred: 0.234756
iteration 34: loss: 6.640756, loss_kl: 65.400345, loss_recon: 0.635369, loss_pred: 0.221669
iteration 35: loss: 6.642655, loss_kl: 59.116211, loss_recon: 0.633793, loss_pred: 0.245604
iteration 36: loss: 6.405543, loss_kl: 58.757805, loss_recon: 0.611867, loss_pred: 0.228119
iteration 37: loss: 6.633626, loss_kl: 53.426476, loss_recon: 0.629541, loss_pred: 0.284793
iteration 38: loss: 6.423224, loss_kl: 50.520760, loss_recon: 0.616315, loss_pred: 0.209549
iteration 39: loss: 6.462128, loss_kl: 52.847992, loss_recon: 0.621258, loss_pred: 0.196702
iteration 40: loss: 6.359820, loss_kl: 50.740860, loss_recon: 0.610348, loss_pred: 0.205599
